"category","country","unit","year","value","sheet"
"Wine ","New Zealand","Million dollars","2012",248.6,"Beverages"
"Wine ","New Zealand","Million dollars","2011",199.7,"Beverages"
"Wine ","New Zealand","Million dollars","2010",197.5,"Beverages"
"Wine ","New Zealand","Million dollars","2009",152.6,"Beverages"
"Wine ","New Zealand","Million dollars","2008",145.5,"Beverages"
"Wine ","New Zealand","Million dollars","2007",145.5,"Beverages"
"Wine ","New Zealand","Million dollars","2006",103.5,"Beverages"
"Wine ","New Zealand","Million dollars","2005",93.9,"Beverages"
"Wine ","New Zealand","Million dollars","2004",61,"Beverages"
"Wine ","New Zealand","Million dollars","2003",43.4,"Beverages"
"Wine ","New Zealand","Million dollars","2002",30.4,"Beverages"
"Wine ","New Zealand","Million dollars","2001",20.7,"Beverages"
"Wine ","New Zealand","Million dollars","2000",17.5,"Beverages"
"Wine ","New Zealand","Million dollars","1999",12.1,"Beverages"
"Wine ","Spain","Million dollars","2023",382.1,"Beverages"
"Wine ","Spain","Million dollars","2022",416.8,"Beverages"
"Wine ","Spain","Million dollars","2021",438.8,"Beverages"
"Wine ","Spain","Million dollars","2020",342.5,"Beverages"
"Wine ","Spain","Million dollars","2019",377.8,"Beverages"
"Wine ","Spain","Million dollars","2018",385,"Beverages"
"Wine ","Spain","Million dollars","2017",378.2,"Beverages"
"Wine ","Spain","Million dollars","2016",359.3,"Beverages"
"Wine ","Spain","Million dollars","2015",346.1,"Beverages"
"Wine ","Spain","Million dollars","2014",353.9,"Beverages"
"Wine ","Spain","Million dollars","2013",349,"Beverages"
"Wine ","Spain","Million dollars","2012",326.6,"Beverages"
"Wine ","Spain","Million dollars","2011",305.2,"Beverages"
"Wine ","Spain","Million dollars","2010",273.9,"Beverages"
"Wine ","Spain","Million dollars","2009",248.1,"Beverages"
"Wine ","Spain","Million dollars","2008",285.2,"Beverages"
"Wine ","Spain","Million dollars","2007",271.8,"Beverages"
"Wine ","Spain","Million dollars","2006",237.7,"Beverages"
"Wine ","Spain","Million dollars","2005",211.4,"Beverages"
"Wine ","Spain","Million dollars","2004",185.3,"Beverages"
"Wine ","Spain","Million dollars","2003",158,"Beverages"
"Wine ","Spain","Million dollars","2002",134,"Beverages"
"Wine ","Spain","Million dollars","2001",112,"Beverages"
"Wine ","Spain","Million dollars","2000",105.3,"Beverages"
"Wine ","Spain","Million dollars","1999",119.2,"Beverages"
"Wine ","Australia","Million dollars","2023",270.2,"Beverages"
"Wine ","Australia","Million dollars","2022",309.4,"Beverages"
"Wine ","Australia","Million dollars","2021",293.4,"Beverages"
"Wine ","Australia","Million dollars","2020",319.3,"Beverages"
"Wine ","Australia","Million dollars","2019",338.4,"Beverages"
"Wine ","Australia","Million dollars","2018",356.8,"Beverages"
"Wine ","Australia","Million dollars","2017",407.3,"Beverages"
"Wine ","Australia","Million dollars","2016",393.8,"Beverages"
"Wine ","Australia","Million dollars","2015",431.7,"Beverages"
"Wine ","Australia","Million dollars","2014",450.4,"Beverages"
"Wine ","Australia","Million dollars","2013",498.2,"Beverages"
"Wine ","Australia","Million dollars","2012",530.7,"Beverages"
"Wine ","Australia","Million dollars","2011",553.6,"Beverages"
"Wine ","Australia","Million dollars","2010",603.4,"Beverages"
"Wine ","Australia","Million dollars","2009",638.6,"Beverages"
"Wine ","Australia","Million dollars","2008",693.9,"Beverages"
"Wine ","Australia","Million dollars","2007",791.9,"Beverages"
"Wine ","Australia","Million dollars","2006",761.6,"Beverages"
"Wine ","Australia","Million dollars","2005",761,"Beverages"
"Wine ","Australia","Million dollars","2004",728.2,"Beverages"
"Wine ","Australia","Million dollars","2003",625.6,"Beverages"
"Wine ","Australia","Million dollars","2002",457.9,"Beverages"
"Wine ","Australia","Million dollars","2001",345.4,"Beverages"
"Wine ","Australia","Million dollars","2000",281.3,"Beverages"
"Wine ","Australia","Million dollars","1999",203.6,"Beverages"
"Wine ","Argentina","Million dollars","2023",200.2,"Beverages"
"Wine ","Argentina","Million dollars","2022",280.8,"Beverages"
"Wine ","Argentina","Million dollars","2021",265.4,"Beverages"
"Wine ","Argentina","Million dollars","2020",251,"Beverages"
"Wine ","Argentina","Million dollars","2019",270.1,"Beverages"
